Day,Date,Time,PM2.5,PM10,NO2,NH3,SO2,CO,OZONE,AQI
Tuesday,08-16-2022,20:00:00,,31,46,6,12,35,14,42
Tuesday,08-16-2022,21:00:00,2,39,40,6,16,35,21,41
Tuesday,08-16-2022,22:00:00,,,36,5,16,37,19,43
Tuesday,08-16-2022,23:00:00,10,42,35,4,18,33,21,45
Wednesday,08-16-2022,00:00:00,10,41,37,4,13,30,25,45
Wednesday,08-17-2022,01:00:00,10,,41,5,14,35,29,44
Wednesday,08-17-2022,02:00:00,9,22,46,6,13,32,,44
Wednesday,08-17-2022,03:00:00,2,18,40,5,,,27,44
Wednesday,08-17-2022,04:00:00,,20,46,5,12,30,24,45
Wednesday,08-17-2022,05:00:00,3,,41,5,13,27,29,47
Wednesday,08-17-2022,06:00:00,7,40,35,4,13,27,25,46
Wednesday,08-17-2022,07:00:00,,38,35,4,13,28,21,42
Wednesday,08-17-2022,08:00:00,5,38,34,4,13,32,24,43
Wednesday,08-17-2022,09:00:00,,25,43,4,14,43,20,
Wednesday,08-17-2022,10:00:00,8,45,51,4,13,40,24,41
Wednesday,08-17-2022,11:00:00,10,39,53,5,13,37,32,41
Wednesday,08-17-2022,12:00:00,,40,55,4,13,35,44,42
Wednesday,08-17-2022,13:00:00,,,52,4,14,28,50,42
Wednesday,08-17-2022,14:00:00,27,68,47,3,15,28,55,41
Wednesday,08-17-2022,15:00:00,,52,49,4,15,33,55,44
Wednesday,08-17-2022,16:00:00,10,30,49,4,15,32,57,44
Wednesday,08-17-2022,17:00:00,10,,54,4,13,38,55,47
Wednesday,08-17-2022,18:00:00,7,30,60,4,12,35,52,49
Wednesday,08-17-2022,19:00:00,2,47,63,4,12,42,38,49
Wednesday,08-17-2022,20:00:00,10,48,66,4,12,47,34,47
Wednesday,08-17-2022,21:00:00,98,62,65,4,14,52,21,48
Wednesday,08-17-2022,22:00:00,23,69,54,4,15,37,15,49
Wednesday,08-17-2022,23:00:00,,,52,4,15,40,16,49
Thursday,08-18-2022,00:00:00,28,75,50,3,14,38,13,49
Thursday,08-18-2022,01:00:00,20,57,51,4,13,35,11,50
Thursday,08-18-2022,02:00:00,28,35,52,4,16,38,,50
Thursday,08-18-2022,03:00:00,,,,,,,,50
Thursday,08-18-2022,04:00:00,30,50,52,4,47,30,13,51
Thursday,08-18-2022,05:00:00,,,53,4,18,22,18,51
Thursday,08-18-2022,06:00:00,,,45,4,17,18,16,52
Thursday,08-18-2022,07:00:00,22,66,43,4,17,20,13,52
Thursday,08-18-2022,08:00:00,13,39,41,3,16,23,20,52
Thursday,08-18-2022,09:00:00,8,24,44,3,12,20,22,52
Thursday,08-18-2022,10:00:00,10,27,54,3,8,35,40,52
Thursday,08-18-2022,11:00:00,,,63,4,8,42,54,53
Thursday,08-18-2022,12:00:00,,47,65,4,6,35,78,53
Thursday,08-18-2022,13:00:00,,52,70,4,9,35,84,54
Thursday,08-18-2022,14:00:00,62,51,61,4,12,32,64,55
Thursday,08-18-2022,15:00:00,62,74,53,3,12,27,65,55
Thursday,08-18-2022,16:00:00,13,63,55,3,13,25,89,57
Thursday,08-18-2022,17:00:00,8,27,53,3,13,30,85,67
Thursday,08-18-2022,18:00:00,10,27,56,3,13,33,72,70
Thursday,08-18-2022,19:00:00,5,,60,3,10,35,53,72
Thursday,08-18-2022,20:00:00,,22,62,4,9,43,20,68
Thursday,08-18-2022,21:00:00,,29,62,3,11,57,12,60
Thursday,08-18-2022,22:00:00,3,38,59,4,12,58,20,55
Thursday,08-18-2022,23:00:00,,,53,4,15,50,12,55
Friday,08-19-2022,00:00:00,23,80,53,3,15,38,13,55
Friday,08-19-2022,01:00:00,22,85,52,3,14,25,16,55
Friday,08-19-2022,02:00:00,17,61,52,3,13,25,,55
Friday,08-19-2022,03:00:00,,,54,4,,,23,55
Friday,08-19-2022,04:00:00,,42,54,4,10,30,26,55
Friday,08-19-2022,05:00:00,,39,54,4,13,28,27,55
Friday,08-19-2022,06:00:00,7,36,53,4,15,25,34,55
Friday,08-19-2022,07:00:00,,,45,3,17,25,30,55
Friday,08-19-2022,08:00:00,8,56,44,3,16,30,29,55
Friday,08-19-2022,09:00:00,8,53,43,3,15,28,40,55
Friday,08-19-2022,10:00:00,,,,,,,,55
Friday,08-19-2022,11:00:00,5,,56,3,10,33,58,55
Friday,08-19-2022,12:00:00,,44,62,4,11,35,65,55
Friday,08-19-2022,13:00:00,33,44,59,3,12,30,65,55
Friday,08-19-2022,14:00:00,,41,58,3,13,28,67,54
Friday,08-19-2022,15:00:00,72,47,50,3,14,30,71,54
Friday,08-19-2022,16:00:00,43,79,47,3,15,30,75,59
Friday,08-19-2022,17:00:00,17,57,47,3,13,30,74,64
Friday,08-19-2022,18:00:00,13,42,46,3,11,50,69,68
Friday,08-19-2022,19:00:00,10,45,55,3,9,28,67,68
Friday,08-19-2022,20:00:00,,,59,3,8,78,54,67
Friday,08-19-2022,21:00:00,,56,63,3,11,45,48,66
Friday,08-19-2022,22:00:00,,68,63,3,13,101,47,64
Friday,08-19-2022,23:00:00,47,73,56,3,16,,35,60
Saturday,08-20-2022,00:00:00,73,75,50,3,16,20,23,55
Saturday,08-20-2022,01:00:00,17,86,50,3,14,40,12,55
Saturday,08-20-2022,02:00:00,13,70,46,3,13,35,,55
Saturday,08-20-2022,03:00:00,10,44,52,3,,,10,55
Saturday,08-20-2022,04:00:00,,9,52,3,9,27,14,53
Saturday,08-20-2022,05:00:00,,48,56,3,13,30,13,54
Saturday,08-20-2022,06:00:00,,45,53,3,13,25,27,54
Saturday,08-20-2022,07:00:00,32,48,46,3,16,35,19,54
Saturday,08-20-2022,08:00:00,83,74,44,3,18,35,23,55
Saturday,08-20-2022,09:00:00,13,99,44,3,16,35,32,57
Saturday,08-20-2022,10:00:00,27,91,45,3,15,32,42,58
Saturday,08-20-2022,11:00:00,23,91,56,3,13,35,51,60
Saturday,08-20-2022,12:00:00,,34,63,3,11,38,69,59
Saturday,08-20-2022,13:00:00,3,85,65,3,13,33,51,61
Saturday,08-20-2022,14:00:00,5,38,64,3,14,45,32,61
Saturday,08-20-2022,15:00:00,12,31,59,3,15,50,38,60
Saturday,08-20-2022,16:00:00,143,80,62,5,19,42,72,60
Saturday,08-20-2022,17:00:00,43,91,,,,30,86,62
Saturday,08-20-2022,18:00:00,55,74,,,,,74,63
Saturday,08-20-2022,19:00:00,52,94,6,,5,40,28,65
Saturday,08-20-2022,20:00:00,,46,34,,3,43,9,65
Saturday,08-20-2022,21:00:00,13,46,36,,13,55,7,64
Saturday,08-20-2022,22:00:00,10,53,37,,16,67,11,64
Saturday,08-20-2022,23:00:00,7,80,42,,17,65,16,64
Sunday,08-21-2022,00:00:00,113,85,40,18,52,11,,64
Sunday,08-21-2022,01:00:00,42,109,42,16,38,15,,64
Sunday,08-21-2022,02:00:00,,,,,,,,65
Sunday,08-21-2022,03:00:00,35,99,50,,,15,,67
Sunday,08-21-2022,04:00:00,27,46,48,13,25,16,,69
Sunday,08-21-2022,05:00:00,,84,46,11,25,16,,71
Sunday,08-21-2022,06:00:00,35,88,45,12,30,13,,72
Sunday,08-21-2022,07:00:00,66,97,41,14,41,15,,75
Sunday,08-21-2022,08:00:00,93,101,39,14,40,18,,76
Sunday,08-21-2022,09:00:00,,,,,,,,72
Sunday,08-21-2022,10:00:00,39,110,41,17,34,39,,76
Sunday,08-21-2022,11:00:00,27,80,49,14,35,43,,75
Sunday,08-21-2022,12:00:00,,,,,,,,72
Sunday,08-21-2022,13:00:00,30,92,60,13,34,85,,77
Sunday,08-21-2022,14:00:00,61,95,60,14,35,85,,80
Sunday,08-21-2022,15:00:00,73,92,55,17,35,75,,
Sunday,08-21-2022,16:00:00,86,106,47,16,39,47,,84
Sunday,08-21-2022,17:00:00,28,92,44,12,34,54,,84
Sunday,08-21-2022,18:00:00,23,77,43,10,33,49,,84
Sunday,08-21-2022,19:00:00,22,81,49,10,45,40,,84
Sunday,08-21-2022,20:00:00,23,39,58,7,45,39,,83
Sunday,08-21-2022,21:00:00,13,101,61,13,57,30,,86
Sunday,08-21-2022,22:00:00,38,111,61,16,57,17,,89
Sunday,08-21-2022,23:00:00,43,105,57,17,57,50,16,90
Monday,08-22-2022,00:00:00,100,111,48,,18,40,17,64
Monday,08-22-2022,01:00:00,28,120,43,8,15,33,,65
Monday,08-22-2022,02:00:00,35,104,42,8,13,,26,65
Monday,08-22-2022,03:00:00,30,86,49,7,,27,28,67
Monday,08-22-2022,04:00:00,25,41,54,7,10,25,28,69
Monday,08-22-2022,05:00:00,22,97,55,7,15,28,23,71
Monday,08-22-2022,06:00:00,27,95,54,8,16,28,24,72
Monday,08-22-2022,07:00:00,53,100,51,8,17,38,21,75
Monday,08-22-2022,08:00:00,150,120,46,8,18,45,38,76
Monday,08-22-2022,09:00:00,62,145,45,8,17,53,52,72
Monday,08-22-2022,10:00:00,62,130,49,8,16,42,54,76
Monday,08-22-2022,11:00:00,,,,,,,,75
Monday,08-22-2022,12:00:00,27,47,67,7,14,37,81,72
Monday,08-22-2022,13:00:00,7,70,68,7,14,33,66,77
Monday,08-22-2022,14:00:00,17,47,57,15,14,27,57,80
Monday,08-22-2022,15:00:00,25,55,51,14,15,30,64,
Monday,08-22-2022,16:00:00,,,,,,,,84
Monday,08-22-2022,17:00:00,13,66,37,11,15,30,65,84
Monday,08-22-2022,18:00:00,,,,,,,,84
Monday,08-22-2022,19:00:00,18,50,52,11,16,42,53,84
Monday,08-22-2022,20:00:00,12,38,68,12,15,50,33,83
Monday,08-22-2022,21:00:00,20,53,71,12,16,53,35,86
Monday,08-22-2022,22:00:00,,,,,,,,89
Monday,08-22-2022,23:00:00,25,72,64,12,16,38,39,90
Tuesday,08-23-2022,00:00:00,73,62,48,11,18,33,34,91
Tuesday,08-23-2022,01:00:00,37,91,45,11,12,22,47,92
Tuesday,08-23-2022,02:00:00,17,68,46,11,9,25,,92
Tuesday,08-23-2022,03:00:00,20,61,52,11,,,46,92
Tuesday,08-23-2022,04:00:00,22,39,58,11,8,28,39,92
Tuesday,08-23-2022,05:00:00,12,42,60,12,13,26,34,92
Tuesday,08-23-2022,06:00:00,,,,,,,,92
Tuesday,08-23-2022,07:00:00,32,58,55,12,15,31,42,93
Tuesday,08-23-2022,08:00:00,62,61,45,11,16,30,40,93
Tuesday,08-23-2022,09:00:00,,,,,,,,96
Tuesday,08-23-2022,10:00:00,36,76,46,10,13,30,48,97
Tuesday,08-23-2022,11:00:00,46,89,51,11,13,31,54,97
Tuesday,08-23-2022,12:00:00,55,88,63,11,12,33,59,95
Tuesday,08-23-2022,13:00:00,17,69,66,11,13,35,63,94
Tuesday,08-23-2022,14:00:00,42,83,65,11,15,33,66,92
Tuesday,08-23-2022,15:00:00,28,80,65,11,14,32,65,90
Tuesday,08-23-2022,16:00:00,60,77,52,11,16,30,70,90
Tuesday,08-23-2022,17:00:00,10,89,51,10,16,30,72,89
Tuesday,08-23-2022,18:00:00,7,57,51,10,16,30,68,89
Tuesday,08-23-2022,19:00:00,5,52,56,10,16,40,46,88
Tuesday,08-23-2022,20:00:00,8,57,70,11,15,45,34,88
Tuesday,08-23-2022,21:00:00,,7,72,11,14,47,33,85
Tuesday,08-23-2022,22:00:00,,45,71,11,13,45,35,84
Tuesday,08-23-2022,23:00:00,,53,65,11,13,40,32,82
Wednesday,08-24-2022,00:00:00,45,50,52,11,15,35,34,63
Wednesday,08-24-2022,01:00:00,47,51,47,10,15,30,32,61
Wednesday,08-24-2022,02:00:00,25,55,45,11,14,32,,61
Wednesday,08-24-2022,03:00:00,35,46,53,11,,,35,60
Wednesday,08-24-2022,04:00:00,32,28,54,11,14,25,34,60
Wednesday,08-24-2022,05:00:00,,19,59,11,13,30,26,59
Wednesday,08-24-2022,06:00:00,,38,58,11,14,30,24,58
Wednesday,08-24-2022,07:00:00,12,36,58,11,14,33,18,57
Wednesday,08-24-2022,08:00:00,13,45,42,11,16,37,17,57
Wednesday,08-24-2022,09:00:00,,,,,,,,57
Wednesday,08-24-2022,10:00:00,40,55,40,10,11,38,31,57
Wednesday,08-24-2022,11:00:00,33,62,44,10,12,38,44,56
Wednesday,08-24-2022,12:00:00,27,68,60,11,11,37,55,56
Wednesday,08-24-2022,13:00:00,,53,67,11,12,32,64,56
Wednesday,08-24-2022,14:00:00,27,48,69,11,15,35,57,57
Wednesday,08-24-2022,15:00:00,42,63,71,11,16,43,39,57
Wednesday,08-24-2022,16:00:00,52,56,56,11,17,37,35,57
Wednesday,08-24-2022,17:00:00,58,47,48,10,16,42,32,57
Wednesday,08-24-2022,18:00:00,40,83,50,10,16,47,26,57
Wednesday,08-24-2022,19:00:00,40,83,54,10,16,42,38,57
Wednesday,08-24-2022,20:00:00,37,73,68,11,15,48,19,57
Wednesday,08-24-2022,21:00:00,,48,72,11,16,55,14,57
Wednesday,08-24-2022,22:00:00,,,,,,,,57
Wednesday,08-24-2022,23:00:00,30,79,67,11,16,50,16,57
Thursday,08-25-2022,00:00:00,33,75,52,10,17,42,16,57
Thursday,08-25-2022,01:00:00,68,63,48,11,14,33,21,56
Thursday,08-25-2022,02:00:00,33,76,47,10,12,30,,56
Thursday,08-25-2022,03:00:00,33,67,51,11,,,13,57
Thursday,08-25-2022,04:00:00,40,68,55,11,11,25,13,59
Thursday,08-25-2022,05:00:00,,20,56,11,14,22,11,59
Thursday,08-25-2022,06:00:00,,42,54,11,15,25,12,60
Thursday,08-25-2022,07:00:00,23,40,50,11,16,32,12,60
Thursday,08-25-2022,08:00:00,17,47,42,10,18,35,14,60
Thursday,08-25-2022,09:00:00,70,68,41,10,15,35,25,60
Thursday,08-25-2022,10:00:00,48,80,46,10,15,30,47,61
Thursday,08-25-2022,11:00:00,32,75,52,11,14,30,58,62
Thursday,08-25-2022,12:00:00,50,90,66,11,14,32,72,63
Thursday,08-25-2022,13:00:00,,46,78,11,13,30,135,62
Thursday,08-25-2022,14:00:00,47,90,84,11,13,35,142,64
Thursday,08-25-2022,15:00:00,78,116,82,11,13,42,105,68
Thursday,08-25-2022,16:00:00,80,111,66,11,14,45,157,157
Thursday,08-25-2022,17:00:00,100,141,60,10,14,43,200,200
Thursday,08-25-2022,18:00:00,77,135,59,10,13,35,140,117
Thursday,08-25-2022,19:00:00,47,99,56,10,12,37,76,121
Thursday,08-25-2022,20:00:00,45,91,68,11,11,43,58,121
Thursday,08-25-2022,21:00:00,,58,70,11,13,48,22,115
Thursday,08-25-2022,22:00:00,25,94,66,11,14,60,14,102
Thursday,08-25-2022,23:00:00,48,107,65,11,15,68,12,87
Friday,08-26-2022,00:00:00,58,95,51,11,17,62,12,80
Friday,08-26-2022,01:00:00,,,,,,,,81
Friday,08-26-2022,02:00:00,55,99,44,10,16,40,,82
Friday,08-26-2022,03:00:00,45,79,42,10,,,12,82
Friday,08-26-2022,04:00:00,68,114,53,11,15,28,13,84
Friday,08-26-2022,05:00:00,5,68,56,11,14,20,14,86
Friday,08-26-2022,06:00:00,12,69,55,11,14,20,12,87
Friday,08-26-2022,07:00:00,20,63,57,11,15,30,13,88
Friday,08-26-2022,08:00:00,23,68,46,11,16,30,18,89
Friday,08-26-2022,09:00:00,82,104,40,10,13,35,28,91
Friday,08-26-2022,10:00:00,53,124,44,10,12,30,43,93
Friday,08-26-2022,11:00:00,33,103,49,10,11,25,62,94
Friday,08-26-2022,12:00:00,33,92,58,10,12,25,68,94
Friday,08-26-2022,13:00:00,,52,65,11,13,30,76,94
Friday,08-26-2022,14:00:00,,,,,,,,95
Friday,08-26-2022,15:00:00,28,79,63,11,13,32,74,93
Friday,08-26-2022,16:00:00,58,73,20,12,15,30,92,91
Friday,08-26-2022,17:00:00,63,119,24,11,14,30,82,90
Friday,08-26-2022,18:00:00,17,69,30,10,11,30,82,87
Friday,08-26-2022,19:00:00,28,74,24,11,14,37,81,86
Friday,08-26-2022,20:00:00,28,88,45,10,12,45,54,86
Friday,08-26-2022,21:00:00,18,31,63,10,14,53,39,85
Friday,08-26-2022,22:00:00,,94,65,11,16,53,31,85
Friday,08-26-2022,23:00:00,10,95,64,11,16,47,36,84
Saturday,08-27-2022,00:00:00,20,74,53,11,18,40,41,83
Saturday,08-27-2022,01:00:00,88,83,44,11,15,30,34,83
Saturday,08-27-2022,02:00:00,42,90,45,11,13,30,,83
Saturday,08-27-2022,03:00:00,37,105,44,11,,,27,84
Saturday,08-27-2022,04:00:00,60,107,49,11,14,30,26,84
Saturday,08-27-2022,05:00:00,,51,56,11,14,30,24,83
Saturday,08-27-2022,06:00:00,8,94,57,11,16,27,23,84
Saturday,08-27-2022,07:00:00,23,79,55,11,16,30,23,85
Saturday,08-27-2022,08:00:00,23,83,48,11,17,30,27,85
Saturday,08-27-2022,09:00:00,88,101,41,11,15,33,36,85
Saturday,08-27-2022,10:00:00,58,127,42,10,12,33,48,85
Saturday,08-27-2022,11:00:00,32,116,42,10,12,30,56,86
Saturday,08-27-2022,12:00:00,37,116,53,11,12,32,71,87
Saturday,08-27-2022,13:00:00,,64,60,11,12,32,70,87
Saturday,08-27-2022,14:00:00,,99,63,11,13,32,73,88
Saturday,08-27-2022,15:00:00,32,90,63,11,14,30,73,88
Saturday,08-27-2022,16:00:00,37,85,56,11,16,30,75,89
Saturday,08-27-2022,17:00:00,120,115,46,11,14,30,79,89
Saturday,08-27-2022,18:00:00,28,109,45,11,13,30,76,90
Saturday,08-27-2022,19:00:00,22,79,45,10,12,35,70,91
Saturday,08-27-2022,20:00:00,,,,,,,,91
Saturday,08-27-2022,21:00:00,2,34,62,11,12,48,31,91
Saturday,08-27-2022,22:00:00,,100,67,11,14,53,23,91
Saturday,08-27-2022,23:00:00,20,97,66,11,15,52,28,91
Sunday,08-28-2022,00:00:00,22,90,57,11,16,45,25,92
Sunday,08-28-2022,01:00:00,98,111,44,11,16,32,22,93
Sunday,08-28-2022,02:00:00,57,127,42,11,15,28,,95
Sunday,08-28-2022,03:00:00,33,115,36,10,,,26,95
Sunday,08-28-2022,04:00:00,28,108,46,11,15,23,26,95
Sunday,08-28-2022,05:00:00,,55,56,11,12,20,26,95
Sunday,08-28-2022,06:00:00,,114,56,11,13,20,30,96
Sunday,08-28-2022,07:00:00,17,111,55,11,12,28,31,98
Sunday,08-28-2022,08:00:00,30,111,50,11,13,25,36,99
Sunday,08-28-2022,09:00:00,90,118,42,11,15,25,43,100
Sunday,08-28-2022,10:00:00,60,148,42,10,16,25,48,101
Sunday,08-28-2022,11:00:00,42,144,42,10,16,30,56,102
Sunday,08-28-2022,12:00:00,35,135,48,10,15,30,67,103
Sunday,08-28-2022,13:00:00,,90,58,11,14,30,73,104
Sunday,08-28-2022,14:00:00,,126,59,11,15,30,76,105
Sunday,08-28-2022,15:00:00,22,115,61,11,16,30,80,106
Sunday,08-28-2022,16:00:00,28,119,56,11,17,30,78,107
Sunday,08-28-2022,17:00:00,123,133,46,11,15,28,72,108
Sunday,08-28-2022,18:00:00,33,131,45,10,15,27,69,109
Sunday,08-28-2022,19:00:00,15,115,45,10,15,33,59,111
Sunday,08-28-2022,20:00:00,17,112,52,10,14,43,37,111
Sunday,08-28-2022,21:00:00,,57,61,11,14,50,18,112
Sunday,08-28-2022,22:00:00,,103,62,11,15,60,12,112
Sunday,08-28-2022,23:00:00,28,101,63,11,16,65,11,112
Monday,08-29-2022,00:00:00,37,105,56,11,18,75,12,113
Monday,08-29-2022,01:00:00,83,116,49,10,16,35,13,113
Monday,08-29-2022,02:00:00,72,148,48,11,15,20,,114
Monday,08-29-2022,03:00:00,43,120,46,10,,,15,114
Monday,08-29-2022,04:00:00,32,105,50,10,14,7,24,114
Monday,08-29-2022,05:00:00,,68,60,10,14,5,29,114
Monday,08-29-2022,06:00:00,,115,61,11,14,5,30,114
Monday,08-29-2022,07:00:00,22,121,60,11,16,30,25,115
Monday,08-29-2022,08:00:00,18,114,54,11,15,30,24,115
Monday,08-29-2022,09:00:00,43,133,46,10,14,33,33,115
Monday,08-29-2022,10:00:00,57,145,47,10,13,32,51,116
Monday,08-29-2022,11:00:00,43,149,47,10,12,30,66,116
Monday,08-29-2022,12:00:00,55,141,54,10,14,32,81,118
Monday,08-29-2022,13:00:00,25,134,67,10,16,30,109,118
Monday,08-29-2022,14:00:00,40,137,74,11,17,32,131,118
Monday,08-29-2022,15:00:00,50,135,75,11,18,30,118,119
Monday,08-29-2022,16:00:00,,,,,,,,119
Monday,08-29-2022,17:00:00,,,,,,,,118
Monday,08-29-2022,18:00:00,80,161,46,10,13,25,96,120
Monday,08-29-2022,19:00:00,65,133,41,10,13,43,71,121
Monday,08-29-2022,20:00:00,53,119,63,10,13,50,71,121
Monday,08-29-2022,21:00:00,,41,81,11,14,52,47,120
Monday,08-29-2022,22:00:00,,48,82,11,15,52,29,118
Monday,08-29-2022,23:00:00,,,,,,,,118
Tuesday,08-30-2022,00:00:00,22,51,71,11,15,53,14,116
Tuesday,08-30-2022,01:00:00,27,58,58,10,13,37,14,113
Tuesday,08-30-2022,02:00:00,58,77,49,11,12,35,,110
Tuesday,08-30-2022,03:00:00,38,66,40,10,,,11,107
Tuesday,08-30-2022,04:00:00,43,56,46,10,12,30,11,105
Tuesday,08-30-2022,05:00:00,,25,57,11,12,32,11,103
Tuesday,08-30-2022,06:00:00,28,53,58,11,12,38,12,100
Tuesday,08-30-2022,07:00:00,28,59,55,11,13,40,9,97
Tuesday,08-30-2022,08:00:00,27,58,53,11,14,48,11,94
Tuesday,08-30-2022,09:00:00,37,91,50,10,19,45,22,92
Tuesday,08-30-2022,10:00:00,58,125,60,10,21,60,42,91
Tuesday,08-30-2022,11:00:00,78,166,75,10,20,55,109,92
Tuesday,08-30-2022,12:00:00,82,159,78,10,21,42,196,196
Tuesday,08-30-2022,13:00:00,88,130,88,10,17,30,156,156
Tuesday,08-30-2022,14:00:00,57,133,88,11,15,38,50,93
Tuesday,08-30-2022,15:00:00,55,102,90,11,15,37,62,91
Tuesday,08-30-2022,16:00:00,55,105,89,11,16,33,96,92
Tuesday,08-30-2022,17:00:00,92,114,73,10,14,25,123,95
Tuesday,08-30-2022,18:00:00,92,141,67,10,12,30,98,104
Tuesday,08-30-2022,19:00:00,85,129,65,10,12,30,68,106
Tuesday,08-30-2022,20:00:00,50,84,62,10,12,37,27,97
Tuesday,08-30-2022,21:00:00,8,1,74,11,14,45,10,90
Tuesday,08-30-2022,22:00:00,17,75,71,11,15,55,11,91
Tuesday,08-30-2022,23:00:00,35,92,73,11,16,57,12,91
Wednesday,08-31-2022,00:00:00,33,97,70,11,17,43,13,93
Wednesday,08-31-2022,01:00:00,33,84,57,10,16,35,12,94
Wednesday,08-31-2022,02:00:00,83,107,51,10,16,30,,95
Wednesday,08-31-2022,03:00:00,50,91,47,10,,,12,96
Wednesday,08-31-2022,04:00:00,45,91,50,10,17,22,12,98
Wednesday,08-31-2022,05:00:00,18,42,60,11,15,22,11,98
Wednesday,08-31-2022,06:00:00,10,53,58,11,14,22,11,98
Wednesday,08-31-2022,07:00:00,37,63,57,11,15,35,10,98
Wednesday,08-31-2022,08:00:00,,,,,,,,100
Wednesday,08-31-2022,09:00:00,45,103,48,10,16,38,28,101
Wednesday,08-31-2022,10:00:00,78,135,54,10,16,35,61,101
Wednesday,08-31-2022,11:00:00,65,144,63,10,16,28,100,100
Wednesday,08-31-2022,12:00:00,62,127,61,10,16,30,112,99
Wednesday,08-31-2022,13:00:00,67,111,69,10,13,30,115,98
Wednesday,08-31-2022,14:00:00,12,95,72,11,11,30,95,97
Wednesday,08-31-2022,15:00:00,33,109,71,11,11,30,98,96
Wednesday,08-31-2022,16:00:00,35,111,68,11,11,25,94,97
Wednesday,08-31-2022,17:00:00,72,111,54,10,13,30,106,97
Wednesday,08-31-2022,18:00:00,83,143,49,10,14,33,79,97
Wednesday,08-31-2022,19:00:00,68,119,49,10,14,35,77,97
Wednesday,08-31-2022,20:00:00,47,105,52,10,14,38,54,97
Wednesday,08-31-2022,21:00:00,32,78,65,10,14,43,21,99
Wednesday,08-31-2022,22:00:00,,46,67,11,15,57,12,98
Wednesday,08-31-2022,23:00:00,45,88,66,11,16,63,11,98
