,Day,Date,Time,PM2.5,PM10,NO2,NH3,SO2,CO,OZONE,AQI
0,Monday,01-08-2022,00:00:00,57.0,70.0,84.0,12.0,6.0,80.0,48.0,102.0
1,Monday,01-08-2022,01:00:00,0.0,20.0,58.0,12.0,26.0,90.0,38.0,105.0
2,Monday,01-08-2022,02:00:00,18.0,46.0,62.0,14.0,20.0,72.0,31.0,104.0
3,Monday,01-08-2022,03:00:00,72.0,140.0,59.5,13.666666666666666,11.0,76.0,41.0,99.0
4,Monday,01-08-2022,04:00:00,55.0,86.0,57.0,13.333333333333334,2.0,80.0,51.0,99.0
5,Monday,01-08-2022,05:00:00,58.0,97.0,90.0,13.0,0.0,82.0,64.0,97.0
6,Monday,01-08-2022,06:00:00,58.0,127.0,80.0,13.0,7.0,90.0,44.0,96.0
7,Monday,01-08-2022,07:00:00,0.0,72.0,67.0,12.0,24.0,102.0,38.0,98.0
8,Monday,01-08-2022,08:00:00,18.0,34.0,58.0,12.0,25.0,107.0,36.0,98.0
9,Monday,01-08-2022,09:00:00,38.0,44.0,52.0,11.0,23.0,112.0,38.0,96.0
10,Monday,01-08-2022,10:00:00,47.0,64.0,92.0,11.0,11.0,109.0,37.0,94.0
11,Monday,01-08-2022,11:00:00,88.0,127.0,66.0,12.0,5.0,108.0,67.0,96.0
12,Monday,01-08-2022,12:00:00,93.0,105.0,61.0,12.0,4.0,110.0,53.0,100.0
13,Monday,01-08-2022,13:00:00,82.0,97.0,56.0,12.0,3.0,101.0,40.0,101.0
14,Monday,01-08-2022,14:00:00,147.0,115.0,42.0,13.0,23.0,102.0,39.0,100.0
15,Monday,01-08-2022,15:00:00,243.0,108.0,39.0,11.0,32.0,88.0,38.0,97.0
16,Monday,01-08-2022,16:00:00,167.0,97.0,27.0,12.0,31.0,57.0,58.0,96.0
17,Monday,01-08-2022,17:00:00,50.0,55.0,29.0,12.0,30.0,101.0,41.0,99.0
18,Monday,01-08-2022,18:00:00,53.0,67.0,75.0,12.0,20.0,100.0,51.0,99.0
19,Monday,01-08-2022,19:00:00,103.0,149.0,56.0,12.0,19.0,101.0,38.0,99.0
20,Monday,01-08-2022,20:00:00,60.0,101.0,48.0,12.0,29.0,118.0,46.0,99.0
21,Monday,01-08-2022,21:00:00,70.0,104.0,55.0,12.0,33.0,118.0,52.0,102.0
22,Monday,01-08-2022,22:00:00,60.0,99.0,56.0,14.0,35.0,80.0,35.0,104.0
23,Monday,01-08-2022,23:00:00,47.0,81.0,42.0,13.0,22.0,85.0,68.0,106.0
24,Tuesday,02-08-2022,00:00:00,80.0,111.0,44.0,2.0,16.0,50.0,11.0,52.0
25,Tuesday,02-08-2022,01:00:00,40.0,101.0,45.0,2.0,15.0,42.0,7.0,51.0
26,Tuesday,02-08-2022,02:00:00,32.0,69.0,48.0,2.0,15.0,40.0,0.0,51.0
27,Tuesday,02-08-2022,03:00:00,33.0,83.0,54.0,3.0,0.0,0.0,4.0,51.0
28,Tuesday,02-08-2022,04:00:00,0.0,85.0,58.0,3.0,14.0,38.0,4.0,51.0
29,Tuesday,02-08-2022,05:00:00,30.0,84.0,54.5,3.0,14.5,36.5,6.5,52.0
30,Tuesday,02-08-2022,06:00:00,27.0,70.0,51.0,3.0,15.0,35.0,9.0,52.0
31,Tuesday,02-08-2022,07:00:00,78.0,55.0,40.0,2.0,16.0,35.0,8.0,52.0
32,Tuesday,02-08-2022,08:00:00,52.0,96.0,40.0,2.0,17.0,35.0,11.0,52.0
33,Tuesday,02-08-2022,09:00:00,23.0,95.0,43.0,2.0,15.0,37.0,14.0,52.0
34,Tuesday,02-08-2022,10:00:00,28.0,84.0,50.0,2.0,14.0,40.0,21.0,54.0
35,Tuesday,02-08-2022,11:00:00,0.0,38.0,62.0,2.0,13.0,35.0,21.0,56.0
36,Tuesday,02-08-2022,12:00:00,10.0,66.0,52.0,3.0,12.0,35.0,26.0,56.0
37,Tuesday,02-08-2022,13:00:00,23.0,83.0,49.0,3.0,15.0,25.0,25.0,56.0
38,Tuesday,02-08-2022,14:00:00,40.0,67.0,53.0,3.0,17.0,40.0,35.0,59.0
39,Tuesday,02-08-2022,15:00:00,110.0,69.0,43.0,2.0,17.0,40.0,32.0,59.0
40,Tuesday,02-08-2022,16:00:00,97.0,150.0,24.0,3.0,17.0,40.0,41.0,58.0
41,Tuesday,02-08-2022,17:00:00,37.0,101.0,33.0,2.0,16.0,43.0,37.0,58.0
42,Tuesday,02-08-2022,18:00:00,0.0,0.0,34.0,3.0,15.0,47.0,40.0,58.0
43,Tuesday,02-08-2022,19:00:00,37.0,73.0,43.0,3.0,13.0,40.0,20.0,58.0
44,Tuesday,02-08-2022,20:00:00,0.0,0.0,53.0,3.0,12.0,42.0,4.0,60.0
45,Tuesday,02-08-2022,21:00:00,0.0,59.0,54.0,3.0,14.0,50.0,11.0,60.0
46,Tuesday,02-08-2022,22:00:00,66.0,77.0,54.0,3.0,16.0,55.0,6.0,60.0
47,Tuesday,02-08-2022,23:00:00,85.0,80.0,45.0,2.0,18.0,60.0,8.0,61.0
48,Wednesday,03-08-2022,00:00:00,30.0,59.0,49.0,2.0,14.0,40.0,0.0,65.0
49,Wednesday,03-08-2022,01:00:00,25.0,22.0,52.0,3.0,25.0,27.5,5.0,50.0
50,Wednesday,03-08-2022,02:00:00,20.0,30.0,52.0,3.0,36.0,15.0,9.0,51.0
51,Wednesday,03-08-2022,03:00:00,15.0,39.0,52.0,3.0,17.0,17.0,6.0,51.0
52,Wednesday,03-08-2022,04:00:00,22.0,45.0,49.0,3.0,15.0,20.0,5.0,51.0
53,Wednesday,03-08-2022,05:00:00,42.5,67.5,39.0,2.0,16.0,28.0,8.0,52.0
54,Wednesday,03-08-2022,06:00:00,63.0,90.0,40.0,2.0,17.0,30.0,9.0,52.0
55,Wednesday,03-08-2022,07:00:00,25.0,47.0,42.0,2.0,15.0,15.0,9.0,52.0
56,Wednesday,03-08-2022,08:00:00,17.0,41.0,16.0,2.0,14.0,18.0,11.0,52.0
57,Wednesday,03-08-2022,09:00:00,19.666666666666668,7.0,56.0,3.0,13.0,10.0,10.0,54.0
58,Wednesday,03-08-2022,10:00:00,22.333333333333332,42.0,54.0,3.0,12.0,6.0,10.0,56.0
59,Wednesday,03-08-2022,11:00:00,25.0,51.0,59.0,3.0,13.0,2.0,18.0,56.0
60,Wednesday,03-08-2022,12:00:00,25.0,53.0,56.0,3.0,15.0,7.857142857142857,21.0,56.0
61,Wednesday,03-08-2022,13:00:00,35.0,68.0,46.0,2.0,16.0,13.714285714285714,27.0,59.0
62,Wednesday,03-08-2022,14:00:00,45.0,83.0,43.0,2.0,15.0,19.57142857142857,22.0,59.0
63,Wednesday,03-08-2022,15:00:00,28.0,51.0,42.0,2.0,13.0,25.428571428571427,27.0,58.0
64,Wednesday,03-08-2022,16:00:00,32.0,62.0,49.0,2.0,12.0,31.285714285714285,29.0,58.0
65,Wednesday,03-08-2022,17:00:00,13.0,53.0,61.0,3.0,11.0,37.14285714285714,14.0,58.0
66,Wednesday,03-08-2022,18:00:00,12.666666666666666,23.0,62.0,3.0,12.0,43.0,6.0,58.0
67,Wednesday,03-08-2022,19:00:00,12.333333333333334,57.0,63.0,3.0,14.0,38.0,5.0,60.0
68,Wednesday,03-08-2022,20:00:00,12.0,74.0,60.0,3.0,15.0,48.0,7.0,60.0
69,Wednesday,03-08-2022,21:00:00,31.0,82.0,47.0,2.0,16.0,50.0,9.0,60.0
70,Wednesday,03-08-2022,22:00:00,50.0,90.0,44.0,2.0,16.0,50.0,11.0,61.0
71,Wednesday,03-08-2022,23:00:00,36.0,45.0,45.0,2.0,15.0,42.0,7.0,61.0
72,Thursday,04-08-2022,00:00:00,22.0,45.0,45.0,2.0,15.0,42.0,7.0,62.0
73,Thursday,04-08-2022,01:00:00,8.0,50.0,48.0,2.0,15.0,40.0,5.5,65.0
74,Thursday,04-08-2022,02:00:00,12.0,31.0,54.0,3.0,14.5,39.0,4.0,66.0
75,Thursday,04-08-2022,03:00:00,12.0,29.0,58.0,3.0,14.0,38.0,4.0,68.0
76,Thursday,04-08-2022,04:00:00,12.0,42.5,54.5,3.0,14.5,36.5,6.5,71.0
77,Thursday,04-08-2022,05:00:00,12.0,56.0,51.0,3.0,15.0,35.0,9.0,72.0
78,Thursday,04-08-2022,06:00:00,28.5,73.0,40.0,2.0,16.0,35.0,8.0,72.0
79,Thursday,04-08-2022,07:00:00,45.0,90.0,40.0,2.0,17.0,35.0,11.0,72.0
80,Thursday,04-08-2022,08:00:00,25.0,52.0,43.0,2.0,15.0,37.0,14.0,72.0
81,Thursday,04-08-2022,09:00:00,20.0,73.0,50.0,2.0,14.0,40.0,21.0,74.0
82,Thursday,04-08-2022,10:00:00,10.0,47.0,62.0,2.0,13.0,35.0,21.0,74.0
83,Thursday,04-08-2022,11:00:00,15.0,40.0,52.0,3.0,12.0,35.0,26.0,74.0
84,Thursday,04-08-2022,12:00:00,97.0,64.0,49.0,3.0,15.0,25.0,25.0,75.0
85,Thursday,04-08-2022,13:00:00,80.0,107.0,53.0,3.0,17.0,40.0,35.0,76.0
86,Thursday,04-08-2022,14:00:00,33.0,59.0,43.0,2.0,17.0,40.0,32.0,74.0
87,Thursday,04-08-2022,15:00:00,27.0,62.0,24.0,3.0,17.0,40.0,41.0,78.0
88,Thursday,04-08-2022,16:00:00,35.0,61.0,33.0,2.0,16.0,43.0,37.0,80.0
89,Thursday,04-08-2022,17:00:00,33.0,63.0,34.0,3.0,15.0,47.0,40.0,81.0
90,Thursday,04-08-2022,18:00:00,23.0,55.0,43.0,3.0,13.0,40.0,20.0,82.0
91,Thursday,04-08-2022,19:00:00,27.0,57.0,53.0,3.0,12.0,42.0,4.0,82.0
92,Thursday,04-08-2022,20:00:00,31.0,59.0,54.0,3.0,14.0,50.0,11.0,83.0
93,Thursday,04-08-2022,21:00:00,35.0,77.0,54.0,3.0,16.0,55.0,6.0,85.0
94,Thursday,04-08-2022,22:00:00,58.0,80.0,45.0,2.0,18.0,60.0,8.0,87.0
95,Thursday,04-08-2022,23:00:00,80.0,111.0,44.0,2.0,19.0,47.0,9.0,88.0
96,Friday,05-08-2022,00:00:00,129.0,121.0,57.0,2.0,17.916666666666668,11.0,11.0,88.0
97,Friday,05-08-2022,01:00:00,52.0,101.0,48.0,2.0,16.833333333333332,18.0,10.0,88.0
98,Friday,05-08-2022,02:00:00,34.0,78.0,46.0,2.0,15.75,20.0,21.0,85.0
99,Friday,05-08-2022,03:00:00,35.0,53.0,56.0,3.0,14.666666666666668,5.0,13.0,84.0
100,Friday,05-08-2022,04:00:00,18.0,36.0,57.0,4.0,13.583333333333334,5.0,10.0,85.0
101,Friday,05-08-2022,05:00:00,28.0,68.0,60.0,4.0,12.5,5.0,4.0,86.0
102,Friday,05-08-2022,06:00:00,53.0,86.0,55.0,4.0,11.416666666666668,3.0,4.0,86.0
103,Friday,05-08-2022,07:00:00,65.0,84.0,41.0,3.0,10.333333333333334,25.0,8.0,87.0
104,Friday,05-08-2022,08:00:00,114.0,104.0,42.0,3.0,9.25,32.0,12.0,90.0
105,Friday,05-08-2022,09:00:00,72.0,113.0,46.0,2.0,8.166666666666668,38.0,15.0,91.0
106,Friday,05-08-2022,10:00:00,50.0,107.0,52.0,2.0,7.083333333333334,35.0,20.0,91.0
107,Friday,05-08-2022,11:00:00,35.0,80.0,64.0,3.0,6.0,38.0,24.0,92.0
108,Friday,05-08-2022,12:00:00,19.0,74.0,66.0,4.0,10.0,38.0,18.0,93.0
109,Friday,05-08-2022,13:00:00,59.0,98.0,57.0,4.0,8.0,26.0,13.0,93.0
110,Friday,05-08-2022,14:00:00,52.0,75.0,54.0,4.0,8.0,31.0,43.0,92.0
111,Friday,05-08-2022,15:00:00,86.0,100.0,47.0,4.0,12.0,33.0,40.0,91.0
112,Friday,05-08-2022,16:00:00,230.0,142.0,49.0,5.0,12.0,28.0,36.0,90.0
113,Friday,05-08-2022,17:00:00,62.0,83.0,46.0,3.0,14.0,22.0,24.0,90.0
114,Friday,05-08-2022,18:00:00,28.0,68.0,50.0,3.0,13.0,25.0,18.0,89.0
115,Friday,05-08-2022,19:00:00,35.0,62.0,67.0,3.0,10.0,32.0,9.0,86.0
116,Friday,05-08-2022,20:00:00,27.666666666666668,58.5,67.0,4.0,9.5,34.5,6.5,84.0
117,Friday,05-08-2022,21:00:00,20.333333333333336,55.0,67.0,5.0,9.0,37.0,4.0,82.0
118,Friday,05-08-2022,22:00:00,13.0,57.0,60.0,5.0,10.0,38.0,7.0,83.0
119,Friday,05-08-2022,23:00:00,73.0,66.0,54.0,4.0,11.5,29.0,9.5,84.0
120,Saturday,06-08-2022,00:00:00,133.0,75.0,48.0,3.0,13.0,20.0,12.0,82.0
121,Saturday,06-08-2022,01:00:00,94.66666666666666,62.666666666666664,48.666666666666664,3.0,11.75,17.5,12.666666666666666,81.0
122,Saturday,06-08-2022,02:00:00,56.33333333333333,50.33333333333333,49.333333333333336,3.0,10.5,15.0,13.333333333333334,81.0
123,Saturday,06-08-2022,03:00:00,18.0,38.0,50.0,3.0,9.25,12.5,14.0,80.0
124,Saturday,06-08-2022,04:00:00,10.0,46.0,57.0,4.0,8.0,10.0,9.0,83.0
125,Saturday,06-08-2022,05:00:00,21.5,54.0,56.0,4.0,10.5,12.5,9.0,83.0
126,Saturday,06-08-2022,06:00:00,33.0,62.0,55.0,4.0,13.0,15.0,9.0,82.0
127,Saturday,06-08-2022,07:00:00,71.5,64.5,49.0,3.5,14.0,22.5,10.0,82.0
128,Saturday,06-08-2022,08:00:00,110.0,67.0,43.0,3.0,15.0,30.0,11.0,80.0
129,Saturday,06-08-2022,09:00:00,28.0,75.0,44.0,2.0,72.0,33.0,12.0,78.0
130,Saturday,06-08-2022,10:00:00,30.0,65.5,50.0,2.5,59.0,36.5,9.0,76.0
131,Saturday,06-08-2022,11:00:00,32.0,56.0,56.0,3.0,46.0,40.0,6.0,74.0
132,Saturday,06-08-2022,12:00:00,41.333333333333336,63.333333333333336,58.5,3.5,31.5,32.5,11.0,77.0
133,Saturday,06-08-2022,13:00:00,50.66666666666667,70.66666666666667,61.0,4.0,17.0,25.0,16.0,80.0
134,Saturday,06-08-2022,14:00:00,60.0,78.0,62.0,4.0,29.0,30.0,24.0,77.0
135,Saturday,06-08-2022,15:00:00,70.0,113.0,60.0,4.0,33.0,38.0,26.0,74.0
136,Saturday,06-08-2022,16:00:00,55.0,88.5,57.5,3.0,26.0,29.0,22.0,72.0
137,Saturday,06-08-2022,17:00:00,40.0,64.0,55.0,4.0,19.0,20.0,18.0,70.0
138,Saturday,06-08-2022,18:00:00,33.5,51.0,57.5,4.0,15.0,30.0,14.0,68.5
139,Saturday,06-08-2022,19:00:00,27.0,38.0,60.0,4.0,11.0,40.0,10.0,67.0
140,Saturday,06-08-2022,20:00:00,12.0,28.0,61.0,5.0,7.0,32.0,11.0,66.0
141,Saturday,06-08-2022,21:00:00,7.0,58.0,58.0,5.0,17.0,38.0,7.0,66.0
142,Saturday,06-08-2022,22:00:00,22.0,63.0,52.0,5.0,20.0,57.0,6.0,69.0
143,Saturday,06-08-2022,23:00:00,40.0,85.0,52.0,5.0,33.0,70.0,6.0,71.0
144,Sunday,07-08-2022,00:00:00,39.333333333333336,83.66666666666667,51.666666666666664,4.666666666666667,25.666666666666668,58.0,5.875,69.6923076923077
145,Sunday,07-08-2022,01:00:00,38.666666666666664,82.33333333333333,51.333333333333336,4.333333333333333,18.333333333333336,46.0,5.75,68.38461538461539
146,Sunday,07-08-2022,02:00:00,38.0,81.0,51.0,4.0,11.0,34.0,5.625,67.07692307692308
147,Sunday,07-08-2022,03:00:00,32.5,63.0,51.0,4.0,10.75,22.0,5.5,65.76923076923077
148,Sunday,07-08-2022,04:00:00,27.0,45.0,51.0,4.0,10.5,10.0,5.375,64.46153846153847
149,Sunday,07-08-2022,05:00:00,24.5,70.0,49.5,4.5,10.25,9.0,5.25,63.15384615384615
150,Sunday,07-08-2022,06:00:00,22.0,95.0,48.0,5.0,10.0,8.0,5.125,61.84615384615385
151,Sunday,07-08-2022,07:00:00,69.5,104.0,47.0,4.5,19.5,21.5,5.0,60.53846153846154
152,Sunday,07-08-2022,08:00:00,117.0,113.0,46.0,4.0,29.0,35.0,15.0,59.230769230769226
153,Sunday,07-08-2022,09:00:00,45.0,70.0,49.0,4.0,15.0,35.0,25.0,57.92307692307692
154,Sunday,07-08-2022,10:00:00,42.0,80.0,51.0,3.0,13.0,30.0,14.0,56.61538461538461
155,Sunday,07-08-2022,11:00:00,20.0,52.0,55.0,3.0,10.0,22.0,15.0,55.30769230769231
156,Sunday,07-08-2022,12:00:00,10.0,46.5,53.0,5.0,2.0,20.0,54.0,54.0
157,Sunday,07-08-2022,13:00:00,5.0,41.0,52.0,4.0,12.0,28.0,24.0,69.0
158,Sunday,07-08-2022,14:00:00,93.0,61.0,48.0,4.0,14.0,33.0,50.5,68.0
159,Sunday,07-08-2022,15:00:00,47.0,99.0,43.0,3.0,17.0,25.0,77.0,67.0
160,Sunday,07-08-2022,16:00:00,58.0,77.0,42.0,4.0,18.0,43.0,69.8,68.0
161,Sunday,07-08-2022,17:00:00,58.0,62.0,48.0,4.0,16.0,43.0,62.6,68.0
162,Sunday,07-08-2022,18:00:00,60.0,74.0,46.0,3.0,14.0,47.0,55.4,68.0
163,Sunday,07-08-2022,19:00:00,50.0,78.0,49.0,4.0,12.0,52.0,48.2,70.0
164,Sunday,07-08-2022,20:00:00,40.0,48.0,49.0,4.0,10.0,47.0,41.0,71.0
165,Sunday,07-08-2022,21:00:00,45.0,61.0,54.0,5.0,13.0,47.0,18.0,71.0
166,Sunday,07-08-2022,22:00:00,40.0,94.0,52.0,5.0,14.0,58.0,9.0,73.0
167,Sunday,07-08-2022,23:00:00,47.5,101.5,54.0,5.0,14.0,70.0,12.0,72.0
168,Sunday,07-08-2022,00:00:00,55.0,109.0,45.0,4.0,15.0,42.0,13.0,76.0
169,Monday,08-08-2022,01:00:00,33.0,108.0,42.0,4.0,11.0,27.0,10.5,75.0
170,Monday,08-08-2022,02:00:00,38.0,104.0,50.0,4.0,11.666666666666666,31.333333333333332,8.0,72.0
171,Monday,08-08-2022,03:00:00,26.5,101.5,46.0,4.5,12.333333333333334,35.666666666666664,10.5,69.0
172,Monday,08-08-2022,04:00:00,15.0,99.0,42.0,5.0,13.0,40.0,13.0,65.0
173,Monday,08-08-2022,05:00:00,38.0,111.0,43.0,5.0,15.0,37.0,13.0,62.0
174,Monday,08-08-2022,06:00:00,39.0,88.0,40.0,5.0,18.0,48.0,19.0,60.0
175,Monday,08-08-2022,07:00:00,123.0,122.0,38.0,4.0,21.0,47.0,14.0,58.0
176,Monday,08-08-2022,08:00:00,85.0,121.0,40.5,4.0,17.0,42.0,23.0,58.0
177,Monday,08-08-2022,09:00:00,47.0,120.0,43.0,4.0,13.0,37.0,32.0,60.0
178,Monday,08-08-2022,10:00:00,46.6,86.0,49.0,4.0,10.5,31.0,26.5,58.0
179,Monday,08-08-2022,11:00:00,46.2,52.0,55.0,4.0,8.0,25.0,21.0,60.0
180,Monday,08-08-2022,12:00:00,45.8,18.0,56.0,5.0,12.0,32.0,19.0,60.0
181,Monday,08-08-2022,13:00:00,45.4,24.0,55.0,5.0,15.0,35.0,26.5,62.0
182,Monday,08-08-2022,14:00:00,45.0,30.0,54.0,5.0,18.0,38.0,34.0,68.0
183,Monday,08-08-2022,15:00:00,30.0,29.5,51.5,4.5,18.5,34.0,34.5,86.0
184,Monday,08-08-2022,16:00:00,15.0,29.0,49.0,4.0,19.0,30.0,35.0,86.0
185,Monday,08-08-2022,17:00:00,15.0,25.0,50.0,4.0,17.0,33.0,38.0,91.0
186,Monday,08-08-2022,18:00:00,20.0,47.0,55.0,3.0,15.0,43.0,29.0,102.0
187,Monday,08-08-2022,19:00:00,18.0,30.0,62.0,4.0,12.0,52.0,53.0,105.0
188,Monday,08-08-2022,20:00:00,17.0,68.0,60.0,5.0,12.0,63.0,70.0,82.0
189,Monday,08-08-2022,21:00:00,17.0,78.0,56.0,5.0,12.0,70.0,85.0,82.0
190,Monday,08-08-2022,22:00:00,43.0,100.0,52.0,5.0,15.0,67.0,46.0,82.0
191,Monday,08-08-2022,23:00:00,39.0,98.0,50.0,4.5,14.5,49.5,31.5,72.0
192,Tuesday,09-08-2022,00:00:00,35.0,96.0,48.0,4.0,14.0,32.0,17.0,74.0
193,Tuesday,09-08-2022,01:00:00,23.0,52.0,46.0,4.0,11.0,20.0,13.5,75.0
194,Tuesday,09-08-2022,02:00:00,17.0,58.0,52.0,3.0,8.0,25.0,10.0,77.0
195,Tuesday,09-08-2022,03:00:00,8.0,6.0,48.0,4.0,5.0,30.0,10.0,75.81818181818181
196,Tuesday,09-08-2022,04:00:00,43.5,47.0,46.0,5.0,14.0,30.0,13.0,74.63636363636364
197,Tuesday,09-08-2022,05:00:00,79.0,63.0,46.0,5.0,16.0,30.0,13.0,73.45454545454545
198,Tuesday,09-08-2022,06:00:00,114.5,90.5,44.0,4.5,19.0,37.5,36.5,72.27272727272727
199,Tuesday,09-08-2022,07:00:00,150.0,118.0,42.0,4.0,22.0,45.0,60.0,71.0909090909091
200,Tuesday,09-08-2022,08:00:00,38.0,92.0,46.0,4.0,15.0,43.0,43.0,69.9090909090909
201,Tuesday,09-08-2022,09:00:00,43.0,85.0,52.0,3.0,13.0,47.0,67.0,68.72727272727272
202,Tuesday,09-08-2022,10:00:00,67.0,92.0,60.0,3.0,8.0,42.0,108.0,67.54545454545455
203,Tuesday,09-08-2022,11:00:00,67.33333333333333,91.66666666666667,59.0,3.3333333333333335,9.666666666666666,37.0,110.33333333333333,66.36363636363636
204,Tuesday,09-08-2022,12:00:00,67.66666666666667,91.33333333333333,58.0,3.6666666666666665,11.333333333333334,32.0,112.66666666666667,65.18181818181819
205,Tuesday,09-08-2022,13:00:00,68.0,91.0,57.0,4.0,13.0,27.0,115.0,64.0
206,Tuesday,09-08-2022,14:00:00,70.0,88.0,56.0,4.0,16.0,32.0,120.0,62.81818181818181
207,Tuesday,09-08-2022,15:00:00,63.25,83.25,54.75,3.75,15.75,37.75,109.5,61.63636363636363
208,Tuesday,09-08-2022,16:00:00,56.5,78.5,53.5,3.5,15.5,43.5,99.0,60.45454545454545
209,Tuesday,09-08-2022,17:00:00,49.75,73.75,52.25,3.25,15.25,49.25,88.5,59.27272727272727
210,Tuesday,09-08-2022,18:00:00,43.0,69.0,51.0,3.0,15.0,55.0,78.0,58.09090909090909
211,Tuesday,09-08-2022,19:00:00,37.0,50.0,57.0,4.0,11.0,55.0,15.0,56.90909090909091
212,Tuesday,09-08-2022,20:00:00,35.0,59.5,54.0,4.0,13.5,61.5,21.0,55.72727272727273
213,Tuesday,09-08-2022,21:00:00,33.0,69.0,51.0,4.0,16.0,68.0,27.0,54.54545454545455
214,Tuesday,09-08-2022,22:00:00,43.0,77.0,48.0,5.0,18.0,85.0,33.0,53.36363636363636
215,Tuesday,09-08-2022,23:00:00,187.0,109.0,39.0,4.0,24.0,78.0,14.0,52.18181818181818
216,Wednesday,10-08-2022,00:00:00,107.0,103.0,37.0,2.0,20.0,60.0,17.25,51.0
217,Wednesday,10-08-2022,01:00:00,40.0,92.0,35.0,2.0,19.0,47.0,20.5,50.0
218,Wednesday,10-08-2022,02:00:00,50.0,68.0,39.0,3.0,15.0,50.0,23.75,51.0
219,Wednesday,10-08-2022,03:00:00,44.0,67.0,37.0,3.0,9.0,46.0,27.0,52.0
220,Wednesday,10-08-2022,04:00:00,38.0,58.0,36.0,2.0,10.0,39.0,24.0,53.0
221,Wednesday,10-08-2022,05:00:00,43.0,64.0,36.0,2.0,10.0,24.0,26.0,53.0
222,Wednesday,10-08-2022,06:00:00,48.0,80.0,37.0,3.0,10.0,48.0,19.0,53.0
223,Wednesday,10-08-2022,07:00:00,52.0,70.0,34.0,3.0,9.0,48.0,18.0,54.0
224,Wednesday,10-08-2022,08:00:00,47.0,55.0,36.0,2.0,19.0,48.0,13.0,56.0
225,Wednesday,10-08-2022,09:00:00,45.0,70.0,41.0,2.0,15.0,52.0,29.0,56.0
226,Wednesday,10-08-2022,10:00:00,35.0,85.0,54.0,3.0,12.0,60.0,23.0,52.0
227,Wednesday,10-08-2022,11:00:00,30.75,51.0,60.0,3.0,10.0,53.0,25.0,52.0
228,Wednesday,10-08-2022,12:00:00,26.5,50.0,58.0,2.6666666666666665,11.666666666666666,43.666666666666664,37.333333333333336,52.22222222222222
229,Wednesday,10-08-2022,13:00:00,22.25,49.0,56.0,2.3333333333333335,13.333333333333334,34.33333333333333,49.66666666666667,52.44444444444444
230,Wednesday,10-08-2022,14:00:00,18.0,48.0,54.0,2.0,15.0,25.0,62.0,52.666666666666664
231,Wednesday,10-08-2022,15:00:00,30.5,62.5,52.0,2.0,15.5,22.5,69.0,52.888888888888886
232,Wednesday,10-08-2022,16:00:00,43.0,77.0,50.0,2.0,16.0,20.0,76.0,53.111111111111114
233,Wednesday,10-08-2022,17:00:00,28.0,61.0,53.5,2.0,13.5,26.5,78.5,53.333333333333336
234,Wednesday,10-08-2022,18:00:00,13.0,45.0,57.0,2.0,11.0,33.0,81.0,53.55555555555556
235,Wednesday,10-08-2022,19:00:00,14.333333333333334,50.0,62.5,2.5,10.5,41.5,51.5,53.77777777777778
236,Wednesday,10-08-2022,20:00:00,15.666666666666666,55.0,68.0,3.0,10.0,50.0,22.0,54.0
237,Wednesday,10-08-2022,21:00:00,17.0,64.0,68.0,3.0,13.0,45.0,28.0,55.0
238,Wednesday,10-08-2022,22:00:00,30.0,59.0,62.0,2.0,17.0,48.0,29.0,55.0
239,Wednesday,10-08-2022,23:00:00,57.0,69.0,56.0,2.0,18.0,38.0,29.0,57.0
240,Thursday,11-08-2022,00:00:00,40.0,71.0,32.5,5.5,11.0,43.0,20.5,59.0
241,Thursday,11-08-2022,01:00:00,23.0,73.0,9.0,9.0,4.0,48.0,12.0,59.333333333333336
